tooltip_id,label,object,property
"apu-ctrl-pwr-1","APU Controller Pwr 1: %s","apu-ctrl-pwr-1","/fdm/jsbsim/systems/apu/apu/apu-controller-power"
"apu-ctrl-pwr-2","APU Controller pwr 2: %s","apu-ctrl-pwr-2","/fdm/jsbsim/systems/apu/apu[1]/apu-controller-power"
"apu-ctrl-pwr-3","APU Controller Pwr 3: %s","apu-ctrl-pwr-3","/fdm/jsbsim/systems/apu/apu[2]/apu-controller-power"
"hyd-circ-pump-1","Hydraulic Circ Pump 1: %s","hyd-circ-pump-1","/fdm/jsbsim/systems/apu/apu/hyd-circ-pump-cmd"
"hyd-circ-pump-2","Hydraulic Circ Pump 2: %s","hyd-circ-pump-2","/fdm/jsbsim/systems/apu/apu[1]/hyd-circ-pump-cmd"
"hyd-circ-pump-3","Hydraulic Circ Pump 3: %s","hyd-circ-pump-3","/fdm/jsbsim/systems/apu/apu[2]/hyd-circ-pump-cmd"
"apu-fuel-tk-vlv-1","APU Fuel Tank Valve 1: %s","apu-fuel-tk-vlv-1","/fdm/jsbsim/systems/apu/apu/fuel-valve-status"
"apu-fuel-tk-vlv-2","APU Fuel Tank Valve 2: %s","apu-fuel-tk-vlv-2","/fdm/jsbsim/systems/apu/apu[1]/fuel-valve-status"
"apu-fuel-tk-vlv-3","APU Fuel Tank Valve 3: %s","apu-fuel-tk-vlv-3","/fdm/jsbsim/systems/apu/apu[2]/fuel-valve-status"
"boiler-cntrl-htr-1","APU Boiler Controller Heater 1: %s","boiler-cntrl-htr-1","/fdm/jsbsim/systems/apu/apu/boiler-heater-status"
"boiler-cntrl-htr-2","APU Boiler Controller Heater 2: %s","boiler-cntrl-htr-2","/fdm/jsbsim/systems/apu/apu[1]/boiler-heater-status"
"boiler-cntrl-htr-3","APU Boiler Controller Heater 3: %s","boiler-cntrl-htr-3","/fdm/jsbsim/systems/apu/apu[2]/boiler-heater-status"
"boiler-cntrl-pwr-1","APU Boiler Controller Power 1: %s","boiler-cntrl-pwr-1","/fdm/jsbsim/systems/apu/apu/boiler-power-status"
"boiler-cntrl-pwr-2","APU Boiler Controller Power 2: %s","boiler-cntrl-pwr-2","/fdm/jsbsim/systems/apu/apu[1]/boiler-power-status"
"boiler-cntrl-pwr-3","APU Boiler Controller Power 3: %s","boiler-cntrl-pwr-3","/fdm/jsbsim/systems/apu/apu[2]/boiler-power-status"
"boiler-n2-supply-1","APU Boiler N2 Supply 1: %s","boiler-n2-supply-1","/fdm/jsbsim/systems/apu/apu/boiler-N2-valve-status"
"boiler-n2-supply-2","APU Boiler N2 Supply 2: %s","boiler-n2-supply-2","/fdm/jsbsim/systems/apu/apu[1]/boiler-N2-valve-status"
"boiler-n2-supply-3","APU Boiler N2 Supply 3: %s","boiler-n2-supply-3","/fdm/jsbsim/systems/apu/apu[2]/boiler-N2-valve-status"
"et-umbilical-door-mode-switch","ET Umbilical Door Mode: %s","et-umbilical-door-mode-switch","/fdm/jsbsim/systems/mechanical/et-umbilical-door-mode"
"et-umbilical-door-centerline","ET Umbilical Door Centerline Latch: %s","et-umbilical-door-centerline","/fdm/jsbsim/systems/mechanical/et-door-cl-latch-cmd"
"et-umbilical-door-left","ET Umbilical Door Left: %s","et-umbilical-door-left","/fdm/jsbsim/systems/mechanical/et-door-left-cmd"
"et-umbilical-latch-left","ET Umbilical Door Latch Left: %s","et-umbilical-latch-left","/fdm/jsbsim/systems/mechanical/et-door-left-latch-cmd"
"et-umbilical-door-right","ET Umbilical Door Right: %s","et-umbilical-door-right","/fdm/jsbsim/systems/mechanical/et-door-right-cmd"
"et-umbilical-latch-right","ET Umbilical Door Latch Right: %s","et-umbilical-latch-right","/fdm/jsbsim/systems/mechanical/et-door-right-latch-cmd"
"remove-covers","Remove Cover","apu-oper-3-cvr","/sim/model/panel/cover/R2-covers-visible"
"brake-iso-vlv-sys1","Brake Isol Valve Cntrl Sys1: %s","brake-iso-vlv-sys1","/fdm/jsbsim/systems/landing/brake-isolation-valve-1-status"
"brake-iso-vlv-sys2","Brake Isol Valve Cntrl Sys2: %s","brake-iso-vlv-sys2","/fdm/jsbsim/systems/landing/brake-isolation-valve-2-status"
"brake-iso-vlv-sys3","Brake Isol Valve Cntrl Sys3: %s","brake-iso-vlv-sys3","/fdm/jsbsim/systems/landing/brake-isolation-valve-3-status"
"tvc-iso-vlv-sys1","MPS/TVC Isol Valve Cntrl Sys1: %s","tvc-iso-vlv-sys1","/fdm/jsbsim/systems/apu/apu/tvc-isolation-valve-status"
"tvc-iso-vlv-sys2","MPS/TVC Isol Valve Cntrl Sys2: %s","tvc-iso-vlv-sys2","/fdm/jsbsim/systems/apu/apu[1]/tvc-isolation-valve-status"
"tvc-iso-vlv-sys3","MPS/TVC Isol Valve Cntrl Sys3: %s","tvc-iso-vlv-sys3","/fdm/jsbsim/systems/apu/apu[2]/tvc-isolation-valve-status"
"lh2-man-press","MPS Manifold Press Valve Cntrl LH2: %s","lh2-man-press","/fdm/jsbsim/systems/mps/LH2-manifold-valve-status"
"lo2-man-press","MPS Manifold Press Valve Cntrl LO2: %s","lo2-man-press","/fdm/jsbsim/systems/mps/LO2-manifold-valve-status"
"lo2-outboard","Prop F/D Valves LO2 Outboard: %s","lo2-outboard","/fdm/jsbsim/systems/propellant/LO2-outboard-status"
"lo2-inboard","Prop F/D Valves LO2 Inboard: %s","lo2-inboard","/fdm/jsbsim/systems/propellant/LO2-inboard-status"
"lh2-outboard","Prop F/D Valves LH2 Outboard: %s","lh2-outboard","/fdm/jsbsim/systems/propellant/LH2-outboard-status"
"lh2-inboard","Prop F/D Valves LH2 Inboard: %s","lh2-inboard","/fdm/jsbsim/systems/propellant/LH2-inboard-status"
"lo2-left-prevlv","LO2 Left Prevalve: %s","lo2-left-prevlv","/fdm/jsbsim/systems/propellant/LO2-left-prevalve-status"
"lo2-center-prevlv","LO2 Center Prevalve: %s","lo2-center-prevlv","/fdm/jsbsim/systems/propellant/LO2-center-prevalve-status"
"lo2-right-prevlv","LO2 Right Prevalve: %s","lo2-right-prevlv","/fdm/jsbsim/systems/propellant/LO2-right-prevalve-status"
"lh2-left-prevlv","LH2 Left Prevalve: %s","lh2-left-prevlv","/fdm/jsbsim/systems/propellant/LH2-left-prevalve-status"
"lh2-center-prevlv","LH2 Center Prevalve: %s","lh2-center-prevlv","/fdm/jsbsim/systems/propellant/LH2-center-prevalve-status"
"lh2-right-prevlv","LH2 Right Prevalve: %s","lh2-right-prevlv","/fdm/jsbsim/systems/propellant/LH2-right-prevalve-status"
"key_fault","FAULT","key_fault","/controls/shuttle/button_key_fault-ss"
"key_sys","SYS","key_sys","/controls/shuttle/button_key_sys-ss"
"key_msg","MSG","key_msg","/controls/shuttle/button_key_msg-ss"
"key_ack","ACK","key_ack","/controls/shuttle/button_key_ack-ss"
"key_gpc","GPC","key_gpc","/controls/shuttle/button_key_gpc-ss"
"key_a","A","key_a","/controls/shuttle/button_key_a-ss"
"key_b","B","key_b","/controls/shuttle/button_key_b-ss"
"key_c","C","key_c","/controls/shuttle/button_key_c-ss"
"key_io_rst","I/O RST","key_io_rst","/controls/shuttle/button_key_io_rst-ss"
"key_d","D","key_d","/controls/shuttle/button_key_d-ss"
"key_e","E","key_e","/controls/shuttle/button_key_e-ss"
"key_f","F","key_f","/controls/shuttle/button_key_f-ss"
"key_item","ITEM","key_item","/controls/shuttle/button_key_item-ss"
"key_1","1","key_1","/controls/shuttle/button_key_1-ss"
"key_2","2","key_2","/controls/shuttle/button_key_2-ss"
"key_3","3","key_3","/controls/shuttle/button_key_3-ss"
"key_exec","EXEC","key_exec","/controls/shuttle/button_key_exec-ss"
"key_4","4","key_4","/controls/shuttle/button_key_4-ss"
"key_5","5","key_5","/controls/shuttle/button_key_5-ss"
"key_6","6","key_6","/controls/shuttle/button_key_6-ss"
"key_ops","OPS","key_ops","/controls/shuttle/button_key_ops-ss"
"key_7","7","key_7","/controls/shuttle/button_key_7-ss"
"key_8","8","key_8","/controls/shuttle/button_key_8-ss"
"key_9","9","key_9","/controls/shuttle/button_key_9-ss"
"key_spec","SPEC","key_spec","/controls/shuttle/button_key_spec-ss"
"key_-","-","key_-","/controls/shuttle/button_key_--ss"
"key_0","0","key_0","/controls/shuttle/button_key_0-ss"
"key_plus","+","key_plus","/controls/shuttle/button_key_plus-ss"
"key_rsm","RSM","key_rsm","/controls/shuttle/button_key_rsm-ss"
"key_clear","CLEAR","key_clear","/controls/shuttle/button_key_clear-ss"
"key_.",".","key_.","/controls/shuttle/button_key_.-ss"
"key_pro","PRO","key_pro","/controls/shuttle/button_key_pro-ss"
"key_fault","FAULT","key_fault.001","/controls/shuttle/button_key_fault.001-ss"
"key_sys","SYS","key_sys.001","/controls/shuttle/button_key_sys.001-ss"
"key_msg","MSG","key_msg.001","/controls/shuttle/button_key_msg.001-ss"
"key_ack","ACK","key_ack.001","/controls/shuttle/button_key_ack.001-ss"
"key_gpc","GPC","key_gpc.001","/controls/shuttle/button_key_gpc.001-ss"
"key_a","A","key_a.001","/controls/shuttle/button_key_a.001-ss"
"key_b","B","key_b.001","/controls/shuttle/button_key_b.001-ss"
"key_c","C","key_c.001","/controls/shuttle/button_key_c.001-ss"
"key_io_rst","I/O RST","key_io_rst.001","/controls/shuttle/button_key_io_rst.001-ss"
"key_d","D","key_d.001","/controls/shuttle/button_key_d.001-ss"
"key_e","E","key_e.001","/controls/shuttle/button_key_e.001-ss"
"key_f","F","key_f.001","/controls/shuttle/button_key_f.001-ss"
"key_item","ITEM","key_item.001","/controls/shuttle/button_key_item.001-ss"
"key_1","1","key_1.001","/controls/shuttle/button_key_1.001-ss"
"key_2","2","key_2.001","/controls/shuttle/button_key_2.001-ss"
"key_3","3","key_3.001","/controls/shuttle/button_key_3.001-ss"
"key_exec","EXEC","key_exec.001","/controls/shuttle/button_key_exec.001-ss"
"key_4","4","key_4.001","/controls/shuttle/button_key_4.001-ss"
"key_5","5","key_5.001","/controls/shuttle/button_key_5.001-ss"
"key_6","6","key_6.001","/controls/shuttle/button_key_6.001-ss"
"key_ops","OPS","key_ops.001","/controls/shuttle/button_key_ops.001-ss"
"key_7","7","key_7.001","/controls/shuttle/button_key_7.001-ss"
"key_8","8","key_8.001","/controls/shuttle/button_key_8.001-ss"
"key_9","9","key_9.001","/controls/shuttle/button_key_9.001-ss"
"key_spec","SPEC","key_spec.001","/controls/shuttle/button_key_spec.001-ss"
"key_-","-","key_-.001","/controls/shuttle/button_key_-.001-ss"
"key_0","0","key_0.001","/controls/shuttle/button_key_0.001-ss"
"key_plus","+","key_plus.001","/controls/shuttle/button_key_plus.001-ss"
"key_rsm","RSM","key_rsm.001","/controls/shuttle/button_key_rsm.001-ss"
"key_clear","CLEAR","key_clear.001","/controls/shuttle/button_key_clear.001-ss"
"key_.",".","key_..001","/controls/shuttle/button_key_..001-ss"
"key_pro","PRO","key_pro.001","/controls/shuttle/button_key_pro.001-ss"
"coas-pwr-for","Forward COAS Power: %s","coas-pwr-for","/fdm/jsbsim/systems/electrical/hud/coas-pwr-fwd-switch"
"coas-pwr-aft","Aft COAS Power: %s","coas-pwr-aft","/fdm/jsbsim/systems/electrical/hud/coas-pwr-aft-switch"
